ENERGYSTARScore,LargestPropertyUseType,LargestPropertyUseTypeGFA,Latitude,Longitude,Neighborhood,NumberofBuildings,NumberofFloors,PrimaryPropertyType,PropertyGFABuilding(s),PropertyGFAParking,PropertyGFATotal,PropertyName,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearBuilt
34.0,Non-Refrigerated Warehouse,32000.0,47.58318,-122.3347,GREATER DUWAMISH,1.0,2,Warehouse,52110,0,52110,Millwork Supply,None,0.0,None,0.0,1900
74.0,Hospital (General Medical & Surgical),1010135.0,47.60986,-122.32774,EAST,1.0,8,Hospital,374466,0,374466,Virginia Mason Medical Center - 2149,None,0.0,None,0.0,1920
82.0,Worship Facility,25521.0,47.67485,-122.29284,NORTHEAST,1.0,2,Worship Facility,25521,0,25521,Assumption Church,None,0.0,None,0.0,1930
66.0,Non-Refrigerated Warehouse,21110.0,47.56522,-122.32205,GREATER DUWAMISH,1.0,1,Warehouse,45036,0,45036,SDOT Traffic Shop,"Repair Services (Vehicle, Shoe, Locksmith, etc)",14074.0,Office,6755.0,1962
7.0,Office,63199.0,47.64776,-122.33924,LAKE UNION,1.0,3,Large Office,56041,47656,103697,1441 N. 34th Street,None,0.0,None,0.0,2001
1.0,Office,82273.0,47.62235,-122.36378,MAGNOLIA / QUEEN ANNE,1.0,4,Large Office,87051,42500,129551,401 Elliott Ave West,Parking,42500.0,Data Center,4778.0,2000
92.0,Office,44000.0,47.60048,-122.33157,DOWNTOWN,1.0,5,Small and Mid-Sized Office,36879,0,36879,Masin Building 1,None,0.0,None,0.0,1905
55.0,Performing Arts,24600.0,47.60133,-122.31088,CENTRAL,1.0,3,Other,20992,0,20992,Langston Hughes Performing Arts Center,Social/Meeting Hall,4625.0,Other - Education,1665.0,1913
66.0,Distribution Center,19277.0,47.58513,-122.30645,GREATER DUWAMISH,1.0,1,Distribution Center,25920,0,25920,2001 Plum LLC,Refrigerated Warehouse,4051.0,Office,2592.0,1969
69.0,K-12 School,23923.0,47.69061,-122.31992,NORTH,1.0,2,K-12 School,23923,0,23923,St. Catherine School,None,0.0,None,0.0,1931
54.0,Lifestyle Center,81385.0,47.62476,-122.35521,MAGNOLIA / QUEEN ANNE,3.0,2,Other,81336,0,81336,Marketplace at Queen Anne,None,0.0,None,0.0,1994
58.0,Distribution Center,24000.0,47.56823,-122.32506,GREATER DUWAMISH,1.0,1,Distribution Center,33600,0,33600,Stusser Electric,Office,9600.0,None,0.0,1959
87.0,Other,32590.0,47.72606,-122.28747,NORTH,1.0,1,Other,32590,0,32590,Cedar Park Building,None,0.0,None,0.0,2013
67.0,Hotel,348630.0,47.60946,-122.33337,DOWNTOWN,1.0,24,Hotel,126240,205970,332210,Seattle Hilton Hotel,None,0.0,None,0.0,1969
32.0,Social/Meeting Hall,49000.0,47.5219,-122.38787,SOUTHWEST,1.0,1,Other,49066,0,49066,Fauntleroy School House,None,0.0,None,0.0,1917
72.0,Office,10800.0,47.599,-122.32717,DOWNTOWN,1.0,3,Mixed Use Property,22480,0,22480,Buty Building,Other,10800.0,Retail Store,7200.0,1900
94.0,K-12 School,57247.0,47.6622,-122.27796,NORTHEAST,1.0,2,K-12 School,54943,0,54943,Laurelhurst Elementary,None,0.0,None,0.0,1928
100.0,Other,24019.0,47.60711,-122.33886,DOWNTOWN,1.0,3,Other,49760,0,49760,The Lusty Lady,None,0.0,None,0.0,1900
86.0,K-12 School,32961.0,47.71923,-122.32171,NORTH,1.0,2,K-12 School,32961,0,32961,Seattle Jewish Community School,None,0.0,None,0.0,1988
99.0,Non-Refrigerated Warehouse,23040.0,47.61481,-122.31536,EAST,1.0,2,Warehouse,23040,0,23040,Auto Accessories Inc.,None,0.0,None,0.0,1920
87.0,Distribution Center,109090.0,47.58772,-122.32686,GREATER DUWAMISH,1.0,1,Distribution Center,111908,0,111908,Gensco Incorporated,None,0.0,None,0.0,1987
87.0,Non-Refrigerated Warehouse,70000.0,47.54983,-122.32858,GREATER DUWAMISH,1.0,2,Warehouse,90000,0,90000,Northwest Corporate Park,Office,20000.0,None,0.0,1967
49.0,Residence Hall/Dormitory,21118.0,47.65014,-122.34424,LAKE UNION,1.0,3,Residence Hall,21118,0,21118,(ID20861) KEYSTONE GROUP HOME,None,0.0,None,0.0,1988
50.0,Non-Refrigerated Warehouse,30000.0,47.51899,-122.321,GREATER DUWAMISH,1.0,1,Warehouse,28920,0,28920,PNP Properties Building,None,0.0,None,0.0,1981
57.0,Retail Store,107704.0,47.57842,-122.33558,GREATER DUWAMISH,1.0,1,Retail Store,107930,0,107930,The Home Depot,None,0.0,None,0.0,1993
88.0,Office,163082.0,47.62225,-122.35915,MAGNOLIA / QUEEN ANNE,1.0,7,Large Office,157186,84689,241875,West Tower,Parking,83425.0,None,0.0,2000
94.0,Office,146157.0,47.61734,-122.34434,DOWNTOWN,1.0,3,Large Office,144118,48512,192630,Fifth and Wall LLC,Parking,48199.0,None,0.0,1947
47.0,K-12 School,20700.0,47.59692,-122.30601,CENTRAL,1.0,2,K-12 School,21592,0,21592,St. Mary Giddens School,None,0.0,None,0.0,1922
15.0,Retail Store,14168.0,47.60009,-122.3017,CENTRAL,1.0,2,Retail Store,21200,0,21200,Promenade North 1,Office,7032.0,None,0.0,1998
36.0,Lifestyle Center,318986.0,47.66246,-122.29898,NORTHEAST,1.0,6,Other,65773,239252,305025,SOUTH,Medical Office,19909.0,None,0.0,2013
23.0,Other,535947.0,47.62855,-122.33035,LAKE UNION,1.0,5,Other,535947,0,535947,Weintraub/Hutchinson/Thomas,Parking,103983.0,None,0.0,1997
28.0,Laboratory,181930.0,47.60427,-122.32311,EAST,1.0,8,Laboratory,178000,0,178000,Reasearch and Training Building,None,0.0,None,0.0,2000
71.0,College/University,483000.0,47.547,-122.35307,DELRIDGE,27.0,2,University,441071,0,441071,SSCC MAIN CAMPUS,None,0.0,None,0.0,1970
84.0,Other,25778.0,47.68339,-122.31947,NORTH,1.0,2,Other,21462,0,21462,North Substation,Office,200.0,None,0.0,1923
91.0,Distribution Center,34382.0,47.53379,-122.33063,GREATER DUWAMISH,1.0,1,Distribution Center,36982,0,36982,Pacific Western Agencies,Office,2600.0,None,0.0,1979
73.0,Non-Refrigerated Warehouse,48112.0,47.72183,-122.34328,NORTHWEST,1.0,1,Warehouse,48112,0,48112,Comcast,None,0.0,None,0.0,1972
8.0,Office,35200.0,47.61091,-122.33667,DOWNTOWN,1.0,6,Small and Mid-Sized Office,35200,0,35200,Westlake Place,None,0.0,None,0.0,1907
8.0,Fitness Center/Health Club/Gym,7501.0,47.61426,-122.3253,EAST,1.0,2,Mixed Use Property,24476,0,24476,Greenus Building,Office,5872.0,Retail Store,5375.0,1924
98.0,Self-Storage Facility,46580.0,47.61179,-122.3404,DOWNTOWN,1.0,6,Self-Storage Facility,46580,0,46580,Belltown Self Storage,None,0.0,None,0.0,1928
47.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",13075.0,47.53366,-122.33733,DELRIDGE,1.0,1,Other,23260,0,23260,Laidlaw,Office,10185.0,None,0.0,1963
62.0,Office,77796.0,47.6465,-122.3252,LAKE UNION,1.0,5,Large Office,82234,55504,137738,Eastlake Center (North & South),Parking,55504.0,Other,4438.0,1985
97.0,K-12 School,35448.0,47.6712,-122.37568,BALLARD,1.0,3,K-12 School,35448,0,35448,St. Alphonsus School,None,0.0,None,0.0,1922
59.0,Retail Store,45000.0,47.60956,-122.33715,DOWNTOWN,1.0,3,Retail Store,83118,0,83118,Ross Dress for Less,None,0.0,None,0.0,1940
80.0,Worship Facility,21948.0,47.55072,-122.30265,GREATER DUWAMISH,1.0,99,Worship Facility,21948,0,21948,Seattle Chinese Baptist Church,None,0.0,None,0.0,1977
28.0,Distribution Center,72719.0,47.56676,-122.35247,DELRIDGE,1.0,1,Distribution Center,72719,0,72719,Ferguson Building,None,0.0,None,0.0,1953
97.0,K-12 School,367884.0,47.52915,-122.36511,DELRIDGE,1.0,2,K-12 School,367884,0,367884,Denny/Sealth Campus,None,0.0,None,0.0,2010
89.0,Office,28400.0,47.63439,-122.34078,MAGNOLIA / QUEEN ANNE,1.0,3,Small and Mid-Sized Office,30109,0,30109,McHugh,Parking,7200.0,None,0.0,1920
97.0,Distribution Center,118733.0,47.53764,-122.3232,GREATER DUWAMISH,1.0,1,Distribution Center,119661,0,119661,Frye Distribution Center,None,0.0,None,0.0,1960
49.0,Non-Refrigerated Warehouse,20140.0,47.65022,-122.34174,LAKE UNION,1.0,2,Warehouse,20140,0,20140,Culbertson Warehouse,None,0.0,None,0.0,1957
84.0,Office,34425.0,47.58802,-122.32111,GREATER DUWAMISH,1.0,3,Small and Mid-Sized Office,34425,0,34425,Airport Way,Non-Refrigerated Warehouse,15536.0,None,0.0,1914
80.0,Non-Refrigerated Warehouse,10495.0,47.66835,-122.38886,BALLARD,1.0,1,Mixed Use Property,21060,0,21060,Miller-Barringham Building,Retail Store,10240.0,Office,1890.0,1945
96.0,K-12 School,62526.0,47.68725,-122.35996,NORTHWEST,1.0,3,K-12 School,62526,0,62526,Greenwood Elementary,None,0.0,None,0.0,2002
39.0,College/University,101035.0,47.65019,-122.36173,MAGNOLIA / QUEEN ANNE,1.0,2,University,122679,0,122679,Student Union Building / Royal Brougham Pavilion,Restaurant,2000.0,None,0.0,1959
65.0,Non-Refrigerated Warehouse,21386.0,47.55127,-122.32576,GREATER DUWAMISH,1.0,1,Warehouse,20500,0,20500,Building N,None,0.0,None,0.0,1969
38.0,Social/Meeting Hall,16442.0,47.60515,-122.33159,DOWNTOWN,1.0,5,Mixed Use Property,57452,0,57452,The Rainier Club,Restaurant,15505.0,Office,9741.0,1907
67.0,Office,14452.0,47.57269,-122.37056,SOUTHWEST,1.0,5,Mixed Use Property,35176,0,35176,"West Seattle Venture, LLC",Other,14452.0,None,0.0,2004
82.0,Office,222807.0,47.60331,-122.33389,DOWNTOWN,1.0,6,Large Office,706176,0,706176,719 2nd Ave (Millennium Tower),Parking,78049.0,Bank Branch,5171.0,2000
100.0,Non-Refrigerated Warehouse,25000.0,47.55049,-122.32382,GREATER DUWAMISH,1.0,1,Warehouse,27680,0,27680,Orcas Maintenance Shop,Office,2680.0,None,0.0,1968
54.0,Restaurant,22719.0,47.67398,-122.40765,BALLARD,1.0,3,Restaurant,22719,0,22719,Anthony's Homeport,Parking,0.0,None,0.0,1977
44.0,Other - Entertainment/Public Assembly,53776.0,47.6303,-122.3142,EAST,1.0,1,Other,33087,0,33087,Seattle Asian Art Museum,None,0.0,None,0.0,1932
50.0,Office,16766.0,47.65018,-122.37787,MAGNOLIA / QUEEN ANNE,1.0,3,Small and Mid-Sized Office,26389,0,26389,3257 16TH AVE W,Fitness Center/Health Club/Gym,9623.0,None,0.0,1992
75.0,College/University,99765.0,47.61699,-122.32083,EAST,1.0,2,University,99765,0,99765,SCCC MITCHELL ACTIVITY CENTER/BOOKSTORE,None,0.0,None,0.0,1993
78.0,Worship Facility,29079.0,47.67816,-122.28998,NORTHEAST,1.0,1,Worship Facility,29079,0,29079,(ID28053)CONGREGATION BETH SHALOM,None,0.0,None,0.0,1955
57.0,Office,98781.0,47.62817,-122.34212,MAGNOLIA / QUEEN ANNE,1.0,5,Large Office,110524,0,110524,1000 Dexter-RREEF  SeaDPD ID 741,Other,8634.0,Parking,0.0,1998
92.0,Retail Store,34680.0,47.60683,-122.33771,DOWNTOWN,1.0,4,Retail Store,34680,0,34680,DILLER BUILDING (ID21310),None,0.0,None,0.0,1900
79.0,K-12 School,173185.0,47.54632,-122.28198,SOUTHEAST,1.0,2,K-12 School,173185,0,173185,Aki Kurose Middle,None,0.0,None,0.0,1952
54.0,College/University,533826.0,47.65019,-122.36173,MAGNOLIA / QUEEN ANNE,14.0,2,University,537000,0,537000,5th Avenue Master Meter,None,0.0,None,0.0,1945
54.0,Office,25262.0,47.64976,-122.35684,MAGNOLIA / QUEEN ANNE,1.0,3,Small and Mid-Sized Office,25262,0,25262,2 Nick,None,0.0,None,0.0,1979
75.0,Office,23995.0,47.61297,-122.34324,DOWNTOWN,1.0,2,Small and Mid-Sized Office,25920,0,25920,DSHS Belltown Center,None,0.0,None,0.0,1919
21.0,Medical Office,133298.0,47.70449,-122.33272,NORTHWEST,1.0,3,Medical Office,133298,0,133298,NWH Outpatient Medical Center,None,0.0,None,0.0,1961
87.0,Non-Refrigerated Warehouse,36430.0,47.57832,-122.32649,GREATER DUWAMISH,1.0,1,Warehouse,43390,0,43390,South Seattle Building,Office,6960.0,None,0.0,1970
55.0,Worship Facility,26210.0,47.63159,-122.35839,MAGNOLIA / QUEEN ANNE,1.0,2,Worship Facility,24227,0,24227,St. Anne Church & Rectory,None,0.0,None,0.0,1963
79.0,Supermarket/Grocery Store,45980.0,47.62473,-122.34727,MAGNOLIA / QUEEN ANNE,1.0,4,Supermarket and Grocery Store,45980,0,45980,70500881 -- Uptown,None,0.0,None,0.0,2006
40.0,Residence Hall/Dormitory,15200.0,47.63651,-122.34418,MAGNOLIA / QUEEN ANNE,1.0,4,Residence Hall,21302,2211,23513,Aloha Inn,Office,2600.0,Social/Meeting Hall,1800.0,1981
43.0,Non-Refrigerated Warehouse,18740.0,47.64965,-122.34913,LAKE UNION,1.0,2,Warehouse,33840,0,33840,Canal Building,Office,13660.0,Retail Store,1440.0,1927
66.0,Worship Facility,24120.0,47.67628,-122.38238,BALLARD,1.0,2,Worship Facility,24120,0,24120,Ballard First Lutheran Church,None,0.0,None,0.0,1928
72.0,Office,150969.0,47.6117,-122.34778,DOWNTOWN,1.0,11,Large Office,189629,184776,374405,World Trade Center East-Seattle,Laboratory,41829.0,None,0.0,1998
41.0,Manufacturing/Industrial Plant,20819.0,47.56671,-122.32446,GREATER DUWAMISH,1.0,1,Other,20819,0,20819,IMAGINE VISUAL SERVICE (ID24117),None,0.0,None,0.0,1974
59.0,Office,39879.0,47.63156,-122.37551,MAGNOLIA / QUEEN ANNE,1.0,2,Small and Mid-Sized Office,61929,0,61929,Hays Elliot,None,0.0,None,0.0,1937
34.0,Laboratory,69000.0,47.61597,-122.33086,DOWNTOWN,1.0,2,Laboratory,22588,22000,44588,1100 Olive Lab,None,0.0,None,0.0,1946
85.0,Self-Storage Facility,20296.0,47.66353,-122.29505,NORTHEAST,1.0,2,Self-Storage Facility,20296,0,20296,CORRY'S DRYCLEANING (ID21913),None,0.0,None,0.0,1959
47.0,Non-Refrigerated Warehouse,112484.0,47.51304,-122.28394,GREATER DUWAMISH,1.0,2,Warehouse,123000,0,123000,3701 S. Norfolk,Office,24433.0,None,0.0,1966
77.0,K-12 School,45728.0,47.58831,-122.3065,GREATER DUWAMISH,1.0,3,K-12 School,45000,0,45000,Hamlin Robinson School,Parking,0.0,None,0.0,2015
68.0,Office,269284.0,47.60421,-122.32919,DOWNTOWN,1.0,14,Large Office,310490,0,310490,Justice Center,Other,28394.0,Data Center,600.0,2001
71.0,Office,372503.0,47.62855,-122.33035,LAKE UNION,1.0,5,Large Office,353919,206597,560516,Arnold Building,Parking,189133.0,None,0.0,2002
28.0,Office,155985.0,47.61907,-122.33651,LAKE UNION,1.0,8,Large Office,287819,0,287819,1000 Denny Building,Data Center,88350.0,Other,15630.0,1929
18.0,Non-Refrigerated Warehouse,20000.0,47.60192,-122.31641,CENTRAL,1.0,1,Warehouse,20000,0,20000,Seattle Curtain Mfg Co,None,0.0,None,0.0,1926
97.0,Office,113803.0,47.62137,-122.33744,LAKE UNION,1.0,4,Large Office,136143,73673,209816,Westlake Terry - East SEDO,Parking,79091.0,Fitness Center/Health Club/Gym,15803.0,2006
75.0,Non-Refrigerated Warehouse,19430.0,47.57798,-122.32783,GREATER DUWAMISH,1.0,1,Warehouse,23750,0,23750,4th&Forest,Office,1470.0,None,0.0,1970
19.0,Other,72407.0,47.62121,-122.33885,LAKE UNION,1.0,5,Mixed Use Property,109046,50654,159700,307 Westlake - SEDO,Parking,49314.0,Office,37406.0,2003
19.0,Other,50036.0,47.5829,-122.32417,GREATER DUWAMISH,1.0,4,Other,99122,0,99122,Airport Way Ctr - Bldg A,Office,49086.0,None,0.0,1944
11.0,Retail Store,23468.0,47.69274,-122.37602,BALLARD,1.0,1,Retail Store,25384,0,25384,"JG Crown Hill, LLC",None,0.0,None,0.0,1993
88.0,K-12 School,182861.0,47.68252,-122.29498,NORTHEAST,1.0,2,K-12 School,175565,0,175565,Eckstein Middle,None,0.0,None,0.0,1950
56.0,Laboratory,175364.0,47.62405,-122.34036,LAKE UNION,1.0,5,Mixed Use Property,282813,153684,436497,UW Medicine Research Phase II,Parking,173235.0,Office,88901.0,2008
50.0,Office,303312.0,47.59794,-122.32767,DOWNTOWN,1.0,11,Large Office,312512,0,312512,505 Union Station - SEDO,Data Center,4738.0,Restaurant,4462.0,2000
97.0,Supermarket/Grocery Store,42760.0,47.52262,-122.26922,SOUTHEAST,1.0,1,Supermarket and Grocery Store,67450,0,67450,Saars Marketplace Foods,None,0.0,None,0.0,1959
72.0,Parking,197040.0,47.61234,-122.34897,DOWNTOWN,1.0,6,Other,78852,197130,275982,2323 Elliott,Office,78852.0,None,0.0,1983
38.0,Non-Refrigerated Warehouse,67155.0,47.72377,-122.34095,NORTHWEST,1.0,3,Warehouse,94400,0,94400,0643-Seattle - North 130th Street,None,0.0,None,0.0,1999
52.0,Worship Facility,30000.0,47.68752,-122.29852,NORTHEAST,1.0,2,Worship Facility,31386,0,31386,Temple Beth Am,None,0.0,None,0.0,2000
99.0,Hotel,88360.0,47.61155,-122.34114,DOWNTOWN,1.0,7,Hotel,122810,0,122810,Moore Hotel INC,Other - Entertainment/Public Assembly,26450.0,Retail Store,8000.0,1908
64.0,Hotel,135006.0,47.59269,-122.33372,GREATER DUWAMISH,1.0,9,Hotel,153882,14567,168449,Silver Cloud Hotel - Stadium,Parking,20600.0,Food Service,9216.0,2005
100.0,Office,20590.0,47.72986,-122.29278,NORTH,1.0,3,Small and Mid-Sized Office,20590,12990,33580,Gateway Plaza,Parking,12990.0,None,0.0,1985
97.0,K-12 School,97500.0,47.66368,-122.27324,NORTHEAST,1.0,3,K-12 School,97500,0,97500,Villa Academy - Main bldg.,None,0.0,None,0.0,1924
98.0,Hotel,190980.0,47.6048,-122.3368,DOWNTOWN,1.0,5,Hotel,190980,0,190980,Alexis Hotel,Parking,19051.0,None,0.0,1904
100.0,K-12 School,43188.0,47.72369,-122.30676,NORTH,1.0,1,K-12 School,42292,0,42292,Olympic Hills Elementary,None,0.0,None,0.0,1954
94.0,Parking,182820.0,47.6177,-122.3306,DOWNTOWN,1.0,11,Mixed Use Property,185760,195621,381381,METROPOLITAN PARK NORTH (ID371),Office,164192.0,Fitness Center/Health Club/Gym,37782.0,2000
93.0,Office,245240.0,47.54699,-122.32882,GREATER DUWAMISH,1.0,5,Large Office,238148,0,238148,6100 Building,Parking,5616.0,Parking,5616.0,1975
96.0,College/University,21600.0,47.61789,-122.33573,DOWNTOWN,1.0,3,University,21600,0,21600,Notion,None,0.0,None,0.0,1928
12.0,Non-Refrigerated Warehouse,129420.0,47.58042,-122.32552,GREATER DUWAMISH,1.0,3,Warehouse,98220,0,98220,(ID722)INDUSTRIAL TRANSFER WAREHOUSE,None,0.0,None,0.0,1951
65.0,Medical Office,162000.0,47.61048,-122.32837,EAST,1.0,3,Medical Office,162000,104000,266000,VM Seattle Hospital & Medical Center - Lindeman Pavilion,Parking,104000.0,None,0.0,1945
52.0,Other - Entertainment/Public Assembly,32000.0,47.5661,-122.33358,GREATER DUWAMISH,1.0,2,Other,31360,0,31360,4130 1st Ave,None,0.0,None,0.0,1946
17.0,Worship Facility,37800.0,47.65926,-122.31241,NORTHEAST,1.0,2,Worship Facility,47992,0,47992,University Temple United Methodist Church,Other,10206.0,None,0.0,1926
98.0,Office,342838.0,47.62251,-122.3339,LAKE UNION,1.0,13,Large Office,339038,197659,536697,400 FAIRVIEW OFFICE BLDG,Parking,202178.0,Retail Store,6313.200195,2014
67.0,Retail Store,24588.0,47.62503,-122.35642,MAGNOLIA / QUEEN ANNE,1.0,3,Retail Store,43832,0,43832,MARQUEEN / MQH,Hotel,17558.0,Parking,1686.0,1918
43.0,Laboratory,29527.0,47.65223,-122.36147,MAGNOLIA / QUEEN ANNE,1.0,2,Laboratory,43025,0,43025,Environmental Laboratory,Other,13498.0,None,0.0,1985
95.0,Office,27600.0,47.61345,-122.3198,EAST,1.0,2,Small and Mid-Sized Office,36000,0,36000,10th Ave.,Other,8400.0,None,0.0,1907
100.0,Data Center,60000.0,47.61449,-122.33956,DOWNTOWN,1.0,7,Other,55559,35120,90679,2020 Fifth Avenue Dat Center,Parking,30700.0,None,0.0,1975
78.0,Worship Facility,23706.0,47.51989,-122.35489,DELRIDGE,1.0,1,Worship Facility,23706,0,23706,Westood Christian Community,None,0.0,None,0.0,1963
83.0,K-12 School,75605.0,47.52499,-122.27466,SOUTHEAST,1.0,2,K-12 School,75605,0,75605,Dunlap Elementary,None,0.0,None,0.0,2000
95.0,College/University,28800.0,47.61679,-122.33619,DOWNTOWN,1.0,3,University,28800,0,28800,Beebe,None,0.0,None,0.0,1910
69.0,Worship Facility,20484.0,47.55464,-122.31576,GREATER DUWAMISH,1.0,1,Worship Facility,20484,0,20484,St. George Parish,None,0.0,None,0.0,1954
41.0,Office,119083.0,47.56787,-122.36419,DELRIDGE,1.0,5,Large Office,121885,16221,138106,West Seattle Corporate Center,Parking,16221.0,None,0.0,1991
12.0,Other,10471.0,47.57506,-122.33862,GREATER DUWAMISH,1.0,1,Mixed Use Property,35310,0,35310,Hanford Center,Non-Refrigerated Warehouse,9875.0,Refrigerated Warehouse,8877.0,1952
76.0,Office,166919.0,47.60932,-122.33388,DOWNTOWN,1.0,8,Large Office,321945,0,321945,Skinner Building,Performing Arts,39355.0,Retail Store,19787.0,1927
66.0,College/University,68916.0,47.66127,-122.31256,NORTHEAST,1.0,1,University,68072,0,68072,Burke Museum,None,0.0,None,0.0,1962
41.0,Pre-school/Daycare,44162.0,47.51377011,-122.3432804,DELRIDGE,1.0,2,Other,44162,0,44162,Educare Early Learning Center,Parking,15761.0,None,0.0,2010
71.0,Office,20000.0,47.62405,-122.33084,LAKE UNION,1.0,1,Mixed Use Property,50000,15000,65000,Bright Horizons,Parking,15000.0,Other,10000.0,1928
95.0,Self-Storage Facility,87576.0,47.57054,-122.29139,SOUTHEAST,1.0,4,Self-Storage Facility,87576,14004,101580,West Coast Self-Storage of Columbia City,None,0.0,None,0.0,2014
55.0,Office,55593.0,47.5671,-122.36416,DELRIDGE,1.0,3,Small and Mid-Sized Office,55593,0,55593,Delridge Building,None,0.0,None,0.0,1960
57.0,Self-Storage Facility,26225.0,47.66172,-122.29598,NORTHEAST,1.0,2,Self-Storage Facility,110356,0,110356,08781-University Village,None,0.0,None,0.0,1955
50.0,Office,11729.0,47.70175,-122.30269,NORTH,1.0,4,Mixed Use Property,30948,0,30948,Workshops Seattle Lake City Way,Other,11729.0,None,0.0,2000
95.0,Senior Care Community,22583.0,47.70883,-122.28887,NORTH,1.0,1,Senior Care Community,22583,0,22583,Saint Anne Nursing and Rehab Center,None,0.0,None,0.0,1954
81.0,Retail Store,99471.0,47.52222,-122.36892,DELRIDGE,1.0,1,Retail Store,102500,0,102500,WEST SEATTLE (0637),Parking,0.0,None,0.0,1992
8.0,Refrigerated Warehouse,43452.0,47.56268,-122.32364,GREATER DUWAMISH,1.0,1,Refrigerated Warehouse,22890,0,22890,Plymouth Poultry,Office,2890.0,None,0.0,1970
22.0,Other - Recreation,10912.0,47.67734,-122.37624,BALLARD,1.0,1,Other,12769,0,12769,Ballard Pool,Fitness Center/Health Club/Gym,1670.0,Office,187.0,1972
100.0,"Repair Services (Vehicle, Shoe, Locksmith, etc)",22320.0,47.61340332,-122.3203506,EAST,1.0,2,Other,22320,0,22320,AKER'S VOLKS-PORSCHE REPAIR (ID27825),None,0.0,None,0.0,1907
57.0,Hotel,47994.0,47.61558,-122.34186,DOWNTOWN,1.0,5,Hotel,52210,16200,68410,Hotel Five,None,0.0,None,0.0,1978
50.0,Office,26639.0,47.60023,-122.33459,DOWNTOWN,1.0,4,Small and Mid-Sized Office,33300,0,33300,New England,Restaurant,2820.0,Retail Store,2377.0,1900
69.0,Self-Storage Facility,50369.0,47.72356,-122.29378,NORTH,2.0,2,Self-Storage Facility,50368,0,50368,Lake City Mini Storage,None,0.0,None,0.0,1988
72.0,Residence Hall/Dormitory,188118.0,47.65599,-122.31385,NORTHEAST,1.0,7,Residence Hall,192259,0,192259,Alder Hall,Supermarket/Grocery Store,7000.0,None,0.0,2012
90.0,K-12 School,40867.0,47.69497,-122.38704,BALLARD,1.0,1,K-12 School,39971,0,39971,North Beach Elementary,None,0.0,None,0.0,1958
91.0,Office,142034.0,47.61375,-122.33566,DOWNTOWN,1.0,17,Large Office,174790,30000,204790,The Tower Building,Other - Recreation,17070.0,Retail Store,14666.0,1930
60.0,Hotel,88434.0,47.6122,-122.33799,DOWNTOWN,1.0,12,Hotel,88434,0,88434,Mayflower park hotel,None,0.0,None,0.0,1927
48.0,Hotel,65009.0,47.60699,-122.33346,DOWNTOWN,1.0,9,Hotel,65009,0,65009,Executive Pacific Plaza,None,0.0,None,0.0,1928
43.0,Office,10292.0,47.65804,-122.36537,BALLARD,1.0,4,Small and Mid-Sized Office,28844,0,28844,Workshops Seattle Ballard LLC,Other,10200.0,None,0.0,1999
1.0,Office,88698.0,47.5735,-122.32239,GREATER DUWAMISH,1.0,4,Large Office,162157,0,162157,Central Link Operations and Maintenance Facility,Other - Services,72726.0,None,0.0,2005
57.0,Office,17804.0,47.58528,-122.305,GREATER DUWAMISH,1.0,1,Small and Mid-Sized Office,29740,0,29740,ABM/ Johnson Barrow,Non-Refrigerated Warehouse,12208.0,None,0.0,1961
77.0,Worship Facility,45909.0,47.71745,-122.33221,NORTHWEST,1.0,2,Worship Facility,44719,0,44719,North Seattle Alliance Church,Medical Office,1025.0,Office,972.0,1965
84.0,Office,470416.0,47.60567,-122.33511,DOWNTOWN,1.0,41,Large Office,460489,129432,589921,1000 Second Avenue,Parking,107667.0,Pre-school/Daycare,10290.0,1986
65.0,Retail Store,16080.0,47.72286,-122.34612,NORTHWEST,1.0,2,Retail Store,20088,0,20088,Bitter Lake Plaza,Office,3500.0,Parking,508.0,1979
97.0,Office,178628.0,47.62131,-122.33814,LAKE UNION,1.0,6,Large Office,193198,109905,303103,Westlake Terry - West SEDO,Parking,99368.0,Bank Branch,6015.0,2006
43.0,Restaurant,32494.0,47.6041,-122.33958,DOWNTOWN,1.0,1,Mixed Use Property,62900,0,62900,Pier 54,Other,29793.0,Retail Store,3384.300049,1900
16.0,Refrigerated Warehouse,22000.0,47.56173,-122.32885,GREATER DUWAMISH,1.0,1,Refrigerated Warehouse,27263,0,27263,Express Cold Storage,Other,2700.0,Office,2500.0,1967
25.0,Senior Care Community,79805.0,47.61885,-122.30341,CENTRAL,1.0,6,Senior Care Community,79805,0,79805,Aegis on Madison,Parking,7000.0,None,0.0,2013
16.0,Supermarket/Grocery Store,21603.0,47.57894,-122.31287,GREATER DUWAMISH,1.0,1,Supermarket and Grocery Store,21603,0,21603,Red Apple Market,None,0.0,None,0.0,1965
74.0,Hotel,63371.0,47.61988,-122.33211,LAKE UNION,1.0,6,Hotel,63371,20732,84103,SCCA - ALLIANCE HOUSE,Parking,20732.0,None,0.0,2008
41.0,Museum,47000.0,47.60709,-122.32416,EAST,1.0,1,Other,47699,0,47699,Charles & Emma Frye Free Public Art Museum,Parking,0.0,None,0.0,1951
50.0,Office,49800.0,47.61595,-122.34756,DOWNTOWN,1.0,3,Small and Mid-Sized Office,49800,7820,57620,Trianon Building,Parking,7820.0,None,0.0,1926
