,BuildingType,PrimaryPropertyType,PropertyName,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),DefaultData,ComplianceStatus,TotalGHGEmissions,GHGEmissionsIntensity
3223,Multifamily HR (10+),High-Rise Multifamily,Joseph Arnold Lofts (The Joe),98121.0,7,DOWNTOWN,47.6147,-122.35238,2013,1.0,13,161722,0,161722,"Multifamily Housing, Parking",Multifamily Housing,133588.0,Parking,14406.0,,,71.0,34.70000076,35.70000076,93.69999695,96.5,4634655.0,4767092.5,0.0,3659799.0,974855.0,False,Compliant,77.29,0.48
3224,Multifamily MR (5-9),Mid-Rise Multifamily,WA024_AVA University District,98105.0,4,NORTHEAST,47.66249,-122.31565,2013,2.0,7,305925,0,305925,"Multifamily Housing, Parking",Multifamily Housing,305925.0,Parking,135794.0,,,100.0,24.70000076,25.89999962,64.69999695,68.0,7545909.5,7931656.0,0.0,5677985.0,1867924.0,False,Compliant,138.79,0.45
3225,Multifamily LR (1-4),Low-Rise Multifamily,19th & Mercer,98112.0,3,Central,47.62422,-122.30691,2013,1.0,4,61558,0,61558,"Multifamily Housing, Parking, Restaurant, Retail Store",Multifamily Housing,42235.0,Parking,13252.0,Restaurant,4086.0,,26.89999962,28.89999962,73.90000153,78.09999847,1327353.25,1427645.25,0.0,1081834.0,245519.0,False,Compliant,20.58,0.33
3226,Multifamily LR (1-4),Low-Rise Multifamily,509 First Apartments,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62365,-122.35832,2013,1.0,4,29158,0,29158,"Multifamily Housing, Parking",Multifamily Housing,31325.0,Parking,6666.0,,,100.0,25.89999962,27.29999924,59.0,62.20000076,812587.875,856235.3125,0.0,476415.0,336173.0,False,Compliant,21.18,0.73
3227,Multifamily LR (1-4),Low-Rise Multifamily,Emerald City Commons,98121.0,2,SOUTHEAST,47.53347,-122.26948,2013,1.0,4,87958,0,87958,"Multifamily Housing, Parking",Multifamily Housing,94357.0,Parking,23645.0,,,95.0,27.60000038,29.0,63.20000076,66.0,2606130.75,2734756.0,0.0,1544091.0,1062040.0,False,Compliant,67.17,0.76
3228,NonResidential,Senior Care Community,Aegis on Madison,98112.0,3,Central,47.61885,-122.30341,2013,1.0,6,79805,0,79805,"Parking, Senior Care Community",Senior Care Community,79805.0,Parking,7000.0,,,25.0,94.40000153,96.40000153,221.1999969,223.3000031,7531325.0,7692164.0,0.0,4663661.0,2867663.0,False,Compliant,184.81,2.32
3229,Multifamily LR (1-4),Low-Rise Multifamily,1711 12th Ave,98122.0,3,EAST,47.61677,-122.31721,2013,1.0,4,23397,0,23397,Multifamily Housing,Multifamily Housing,23397.0,,,,,,34.5,36.20000076,84.59999847,89.30000305,806398.1875,845824.1875,0.0,542181.0,264217.0,False,Compliant,17.81,0.76
3230,NonResidential,K-12 School,Paul G Allen Athletic Center,98125.0,5,NORTHWEST,47.73143,-122.32784,2014,1.0,2,48925,0,48925,K-12 School,K-12 School,63500.0,,,,,82.0,26.20000076,26.70000076,73.0,73.59999847,1662054.125,1695022.25,0.0,1384383.0,246907.0,False,Compliant,22.76,0.47
3231,Multifamily MR (5-9),Mid-Rise Multifamily,AMLI South Lake Union 1,98109.0,7,LAKE UNION,47.62336,-122.33085,2013,1.0,7,229742,0,229742,"Multifamily Housing, Parking",Multifamily Housing,176814.0,Parking,53760.0,,,93.0,33.90000153,35.90000153,80.5,84.59999847,5987079.0,6352421.5,0.0,3803533.0,2183546.0,False,Compliant,142.48,0.62
3232,Nonresidential COS,Other,SCT Technical Pavilion,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,1962,0.0,1,29000,0,29000,Other,Other,25100.0,,,,,,83.40000153,90.80000305,235.1999969,245.8999939,2429214.0,2642231.75,0.0,1604709.0,824505.0,False,Compliant,54.98,1.9
3233,NonResidential,Other,SOUTH,98105.0,4,NORTHEAST,47.66246,-122.29898,2013,1.0,6,305025,239252,65773,"Lifestyle Center, Medical Office",Lifestyle Center,318986.0,Medical Office,19909.0,,,,76.59999847,78.30000305,156.5,159.0,25959642.0,26532170.0,0.0,12331431.0,13628209.0,False,Compliant,809.76,2.65
3234,Multifamily LR (1-4),Low-Rise Multifamily,999 Hiawatha Apartments,98144.0,3,CENTRAL,47.59316,-122.30843,2014,1.0,4,122941,0,122941,"Multifamily Housing, Parking",Multifamily Housing,60545.0,Parking,48300.0,,,94.0,33.29999924,34.29999924,104.5,107.6999969,2014148.0,2076158.75,0.0,2014148.0,0.0,False,Compliant,14.04,0.11
3235,NonResidential,Large Office,Home Plate Center Bldg B,98134.0,2,GREATER DUWAMISH,47.58872,-122.33475,2014,1.0,7,333714,146687,187027,"Office, Parking",Office,191333.0,Parking,133432.0,,,,23.89999962,24.29999924,72.80000305,73.09999847,4581493.0,4644839.5,0.0,4359095.0,222397.0,False,Compliant,42.2,0.13
3236,Multifamily MR (5-9),Mid-Rise Multifamily,Rivet,98109.0,7,LAKE UNION,47.62415,-122.33286,2014,1.0,7,145716,0,145716,"Multifamily Housing, Parking",Multifamily Housing,114187.0,Parking,31540.0,,,98.0,28.70000076,28.70000076,69.0,69.0,3276819.0,3276819.0,0.0,2125700.0,1151119.0,False,Compliant,75.96,0.52
3237,Multifamily LR (1-4),Low-Rise Multifamily,Patrick Place,98103.0,6,LAKE UNION,47.65889,-122.34776,2014,1.0,4,34723,0,34723,Multifamily Housing,Multifamily Housing,34723.0,,,,,57.0,48.79999924,51.70000076,128.6999969,137.0,1696024.5,1796340.25,0.0,1286529.0,409495.0,False,Compliant,30.72,0.88
3238,Multifamily MR (5-9),Mid-Rise Multifamily,Stream Belmont,98102.0,3,EAST,47.62328,-122.32377,2014,1.0,6,55113,0,55113,"Multifamily Housing, Parking",Multifamily Housing,42064.0,Parking,13049.0,,,99.0,28.5,29.79999924,89.5,93.59999847,1199392.0,1253675.75,0.0,1199392.0,0.0,False,Compliant,8.36,0.15
3239,Multifamily MR (5-9),Mid-Rise Multifamily,Slate Apartments,98119.0,7,MAGNOLIA / QUEEN ANNE,47.64787,-122.37841,2014,1.0,7,209583,0,209583,Multifamily Housing,Multifamily Housing,274000.0,,,,,96.0,20.39999962,21.29999924,49.90000153,51.90000153,5590266.5,5838218.0,0.0,3732625.0,1857641.0,False,Compliant,124.68,0.59
3240,NonResidential,Other,Mercedes-Benz of Seattle,98134.0,2,GREATER DUWAMISH,47.5843,-122.32229,2014,1.0,2,56988,0,56988,"Automobile Dealership, Parking",Automobile Dealership,24520.0,Parking,0.0,,,,22.20000076,22.20000076,46.90000153,46.90000153,544172.375,544172.375,0.0,276732.0,267440.0,False,Compliant,16.13,0.28
3241,Multifamily HR (10+),High-Rise Multifamily,Viktoria,98101.0,7,DOWNTOWN,47.61105,-122.34091,2014,1.0,25,237186,0,237186,"Multifamily Housing, Parking",Multifamily Housing,180993.0,Parking,72704.0,,,34.0,66.0,68.09999847,158.0,160.1999969,11951945.0,12332987.0,0.0,7681559.0,4270385.0,False,Compliant,280.35,1.18
3242,Multifamily LR (1-4),Low-Rise Multifamily,Gatsby Apartments,98102.0,3,EAST,47.62993,-122.32054,2014,1.0,3,93179,0,93179,"Multifamily Housing, Parking",Multifamily Housing,63663.0,Parking,29516.0,,,93.0,33.20000076,34.5,77.40000153,80.19999695,2115666.0,2197760.75,0.0,1296273.0,819393.0,False,Compliant,52.55,0.56
3243,Multifamily MR (5-9),Mid-Rise Multifamily,Green Lake Village,98115.0,6,NORTHWEST,47.68055,-122.32337,2014,4.0,6,292376,0,292376,"Multifamily Housing, Parking, Supermarket/Grocery Store",Multifamily Housing,225965.0,Supermarket/Grocery Store,51663.0,Parking,29096.0,100.0,36.29999924,37.59999847,82.19999695,84.59999847,10084950.0,10432562.0,0.0,5851607.0,4233343.0,False,Compliant,265.63,0.91
3244,Multifamily MR (5-9),Mid-Rise Multifamily,Oregon 42,98116.0,1,SOUTHWEST,47.56271,-122.38516,2014,1.0,7,137068,0,137068,"Multifamily Housing, Parking",Multifamily Housing,70584.0,Parking,32578.0,,,98.0,43.20000076,45.0,99.19999695,104.1999969,3048317.5,3177586.75,0.0,1818637.0,1229680.0,False,Compliant,77.99,0.57
3245,Multifamily MR (5-9),Mid-Rise Multifamily,Sunset Electric,98122.0,3,EAST,47.61499,-122.31795,2014,1.0,7,103100,3400,99700,"Bar/Nightclub, Multifamily Housing, Parking",Multifamily Housing,61582.0,Parking,11390.0,Bar/Nightclub,5170.0,76.0,50.09999847,52.40000153,109.8000031,115.6999969,3344833.0,3496647.25,0.0,1827863.0,1516970.0,False,Compliant,93.31,0.91
3246,Multifamily MR (5-9),Mid-Rise Multifamily,The Array,98125.0,5,NORTH,47.73123,-122.29307,2014,3.0,6,447915,0,447915,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,302864.0,Parking,135759.0,Retail Store,9680.0,100.0,27.0,28.39999962,64.69999695,68.40000153,8437401.0,8877181.0,0.0,5436741.0,3000659.0,False,Compliant,197.27,0.44
3247,Multifamily MR (5-9),Mid-Rise Multifamily,Square One,98115.0,4,NORTHEAST,47.67435,-122.31644,2014,1.0,6,84891,0,84891,"Multifamily Housing, Parking",Multifamily Housing,94250.0,Parking,13442.0,,,100.0,24.70000076,25.70000076,55.29999924,57.70000076,2324764.0,2420332.0,0.0,1327214.0,997550.0,False,Compliant,62.23,0.73
3248,Multifamily MR (5-9),Mid-Rise Multifamily,Emmons on 3rd,98121.0,7,DOWNTOWN,47.61408,-122.34428,2014,1.0,7,47343,0,47343,"Multifamily Housing, Parking",Multifamily Housing,47343.0,Parking,0.0,,,98.0,30.20000076,31.39999962,59.59999847,60.90000153,1430356.75,1485564.5,0.0,632280.0,798077.0,False,Compliant,46.79,0.99
3249,Multifamily MR (5-9),Mid-Rise Multifamily,Artspace Mt. Baker,98144.0,2,GREATER DUWAMISH,47.57703,-122.29751,2014,1.0,5,78756,0,78756,Multifamily Housing,Multifamily Housing,55751.0,,,,,63.0,32.0,33.5,92.59999847,97.19999695,1784796.5,1867807.625,0.0,1572698.0,212098.0,False,Compliant,22.23,0.28
3250,Multifamily MR (5-9),Mid-Rise Multifamily,Urbana,98107.0,6,BALLARD,47.66927,-122.37683,2014,1.0,8,439262,0,439262,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,275443.0,Parking,181729.0,Retail Store,16415.0,99.0,32.0,32.20000076,82.40000153,82.69999695,9341427.0,9412271.0,0.0,6815375.0,2526051.0,False,Compliant,181.67,0.41
3251,Multifamily MR (5-9),Mid-Rise Multifamily,Viva,98122.0,3,EAST,47.61272,-122.31761,2014,1.0,6,123075,31916,91159,"Multifamily Housing, Parking",Multifamily Housing,82627.0,Parking,32227.0,,,95.0,33.40000153,33.90000153,79.59999847,80.09999847,2759071.5,2799192.5,0.0,1759518.0,999554.0,False,Compliant,65.35,0.53
3252,Campus,University,SSCC DUWAMISH GEORGETOWN CAMPUS,98108.0,2,GREATER DUWAMISH,47.54193,-122.32404,2007,4.0,2,149856,0,149856,College/University,College/University,149856.0,,,,,,42.29999924,45.09999847,113.6999969,118.6999969,6335315.5,6759240.5,0.0,4967236.0,1368079.0,False,Compliant,107.29,0.72
3253,NonResidential,Other,Educare Early Learning Center,98146.0,1,DELRIDGE,47.51377011,-122.3432804,2010,1.0,2,44162,0,44162,"Parking, Pre-school/Daycare",Pre-school/Daycare,44162.0,Parking,15761.0,,,,35.0,38.0,81.90000153,87.09999847,1546484.875,1679541.25,0.0,953635.0,592850.0,False,Compliant,38.13,0.86
3254,Nonresidential COS,Other,Rainier Beach Community Center and Pool,98118.0,2,SOUTHEAST,47.52472,-122.27074,2013,1.0,1,53775,0,53775,"Fitness Center/Health Club/Gym, Office, Other - Education, Other - Recreation, Other - Technology/Science, Pre-school/Daycare, Swimming Pool",Other - Recreation,35361.0,Fitness Center/Health Club/Gym,12689.0,Office,2110.0,,224.8999939,231.3999939,391.8999939,398.7000122,12095818.0,12442613.0,0.0,4007401.0,8088416.0,False,Compliant,457.51,8.51
3255,Multifamily MR (5-9),Mid-Rise Multifamily,The Denning,98144.0,2,GREATER DUWAMISH,47.57883,-122.31105,2014,1.0,6,45167,0,45167,"Multifamily Housing, Other - Restaurant/Bar, Parking, Restaurant",Multifamily Housing,36297.0,Parking,6824.0,Other - Restaurant/Bar,1144.0,93.0,29.29999924,29.70000076,73.59999847,74.90000153,1118490.0,1134086.5,0.0,781034.0,337456.0,False,Compliant,23.37,0.52
3256,Multifamily HR (10+),High-Rise Multifamily,Cielo,98101.0,7,EAST,47.60967,-122.32977,2014,1.0,32,434839,0,434839,Multifamily Housing,Multifamily Housing,257347.0,,,,,47.0,46.5,47.29999924,121.6999969,122.5,11962615.0,12176139.0,0.0,8969953.0,2992662.0,False,Compliant,221.47,0.51
3257,Multifamily HR (10+),High-Rise Multifamily,Verve,98121.0,7,DOWNTOWN,47.61834,-122.34832,2014,1.0,13,201839,0,201839,"Multifamily Housing, Parking",Multifamily Housing,132698.0,Parking,57024.0,,,84.0,44.40000153,44.40000153,108.6999969,108.6999969,5887101.5,5887101.5,0.0,3946056.0,1941045.0,False,Compliant,130.6,0.65
3258,Multifamily MR (5-9),Mixed Use Property,Towne Apartments (McKinstry),98109.0,7,MAGNOLIA / QUEEN ANNE,47.63664,-122.35655,2014,1.0,5,233528,0,233528,"Multifamily Housing, Parking, Retail Store, Supermarket/Grocery Store",Multifamily Housing,110728.0,Parking,79579.0,Supermarket/Grocery Store,23794.0,100.0,23.29999924,23.89999962,49.0,49.59999847,3590731.0,3679287.25,0.0,1803027.0,1787704.0,False,Compliant,107.51,0.46
3259,NonResidential,Small- and Mid-Sized Office,SCCC DISTRICT/ERICKSON,98122.0,3,EAST,47.61438,-122.32174,1912,0.0,2,64820,0,64820,"Movie Theater, Office, Vocational School",Office,37668.0,Movie Theater,11500.0,Vocational School,10000.0,,38.40000153,39.40000153,110.3000031,111.4000015,2274296.75,2332889.25,0.0,1980767.0,293529.0,False,Compliant,29.4,0.45
3260,NonResidential,University,SCCC MITCHELL ACTIVITY CENTER/BOOKSTORE,98122.0,3,EAST,47.61699,-122.32083,1993,1.0,2,99765,0,99765,College/University,College/University,99765.0,,,,,,31.89999962,33.79999924,76.59999847,78.59999847,3185005.25,3372443.75,0.0,2055974.0,1129031.0,False,Compliant,74.3,0.74
3261,NonResidential,University,SCCC MAIN BROADWAY/EDISON,98122.0,3,EAST,47.61748356,-122.321853,1925,1.0,3,428347,0,428347,College/University,College/University,472384.0,,,,,,78.40000153,82.5,183.6999969,187.3000031,37022180.0,38977108.0,13556219.0,21930618.0,1535341.0,False,Compliant,1280.81,2.99
3262,Multifamily MR (5-9),Mid-Rise Multifamily,Arthouse Apartments,98121.0,7,DOWNTOWN,47.61283,-122.34884,2014,1.0,7,135643,0,135643,"Multifamily Housing, Parking",Multifamily Housing,104860.0,Parking,25898.0,,,98.0,30.20000076,30.39999962,74.90000153,75.09999847,3165129.5,3187197.25,0.0,2168585.0,996544.0,False,Compliant,68.04,0.5
3263,Multifamily LR (1-4),Low-Rise Multifamily,Gutierrez Kenney Place,98115.0,4,NORTHEAST,47.6779,-122.26166,2013,1.0,2,31928,0,31928,Multifamily Housing,Multifamily Housing,31928.0,,,,,35.0,33.70000076,35.29999924,105.6999969,111.0,1075019.375,1128551.375,0.0,1075019.0,0.0,False,Compliant,7.49,0.23
3264,NonResidential,Hospital,Virginia Mason Medical Center - 2149,98101.0,3,EAST,47.60986,-122.32774,1920,1.0,8,374466,0,374466,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),1010135.0,,,,,74.0,162.3000031,165.5,367.8999939,369.3999939,163945984.0,167207104.0,73885472.0,90060497.0,0.0,False,Compliant,6330.91,16.91
3265,Multifamily LR (1-4),Low-Rise Multifamily,Stewart House,98101.0,7,DOWNTOWN,47.60994,-122.34234,1904,1.0,3,49000,0,49000,"Food Sales, Multifamily Housing, Restaurant, Retail Store",Multifamily Housing,21600.0,Food Sales,5663.0,Retail Store,4027.0,,136.6999969,139.3000031,366.7999878,372.3999939,4602793.5,4691944.5,0.0,3599281.0,1003512.0,False,Non-Compliant,78.39,1.6
3266,Multifamily MR (5-9),Mixed Use Property,Pine Building,98101.0,7,DOWNTOWN,47.60947,-122.34107,1983,1.0,5,66460,0,66460,"Bar/Nightclub, Multifamily Housing, Other - Restaurant/Bar, Restaurant, Retail Store",Multifamily Housing,31964.0,Retail Store,9631.0,Bar/Nightclub,9309.0,,87.69999695,88.30000305,173.3999939,174.1000061,5826745.0,5871374.0,0.0,2588053.0,3238692.0,False,Compliant,190.05,2.86
3267,NonResidential,Senior Care Community,Market Garage,98101.0,7,DOWNTOWN,47.60898,-122.34213,1989,1.0,3,197395,156000,41395,"Office, Other - Public Services, Personal Services (Health/Beauty, Dry Cleaning, etc), Senior Care Community",Senior Care Community,38800.0,Other - Public Services,3650.0,Office,586.0,,62.79999924,65.19999695,156.3999939,158.8999939,2737534.5,2842128.0,0.0,1888063.0,849471.0,False,Compliant,58.28,0.3
3268,NonResidential,Supermarket / Grocery Store,70500891 -- Ballard,98107.0,6,BALLARD,47.67034,-122.3873,2010,1.0,8,41198,0,41198,Supermarket/Grocery Store,Supermarket/Grocery Store,41198.0,,,,,44.0,188.6000061,189.0,560.7999878,561.2999878,7768057.5,7785876.5,0.0,7151865.0,616192.0,False,Compliant,82.58,2.0
3269,Multifamily MR (5-9),Mid-Rise Multifamily,WA023_AVA Ballard,98107.0,6,BALLARD,47.66915,-122.37458,2013,1.0,6,317814,0,317814,Multifamily Housing,Multifamily Housing,228426.0,,,,,97.0,29.89999962,30.70000076,70.30000305,71.09999847,6839997.5,7013675.0,0.0,4243497.0,2596500.0,False,Compliant,167.48,0.53
3270,Nonresidential COS,Other,First Hill Street Car Maintenance Shop,98124.0,2,GREATER DUWAMISH,47.59523,-122.32334,2014,1.0,1,20993,0,20993,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",20983.0,,,,,,44.0,45.79999924,125.4000015,129.6999969,923812.8125,961628.625,0.0,795829.0,98912.0,False,Compliant,10.8,0.51
3271,Multifamily MR (5-9),Mid-Rise Multifamily,Broadstone Infinity,98122.0,3,EAST,47.61328,-122.31879,2014,2.0,7,278554,37424,241130,Multifamily Housing,Multifamily Housing,278554.0,Parking,37424.0,Retail Store,12899.0,100.0,22.79999924,22.79999924,72.69999695,72.69999695,6352846.5,6362361.0,0.0,5694706.0,2249338.0,False,Compliant,159.16,0.57
3272,Multifamily MR (5-9),Mid-Rise Multifamily,Canvas,98119.0,7,MAGNOLIA / QUEEN ANNE,47.6249,-122.36553,2014,1.0,5,118344,0,118344,"Multifamily Housing, Parking",Multifamily Housing,98675.0,Parking,17973.0,,,91.0,23.39999962,23.39999962,73.5,73.5,2309007.25,2309007.25,0.0,2309007.0,0.0,False,Compliant,16.1,0.14
3273,NonResidential,Other,Smilow Rainier Vista Boys & Girls Club,98108.0,2,SOUTHEAST,47.5626,-122.29396,2009,1.0,0,40265,0,40265,Pre-school/Daycare,Pre-school/Daycare,40265.0,,,,,,53.59999847,56.20000076,127.5,130.1999969,2159170.25,2261075.5,0.0,1371703.0,787467.0,False,Compliant,51.39,1.28
3275,NonResidential,University,Aerospace,98195.0,4,NORTHEAST,47.65395,-122.30584,1969,1.0,4,58779,0,58779,College/University,College/University,58779.0,,,,,,85.09999847,0.0,221.0,0.0,5000717.0,0.0,0.0,3719217.0,0.0,False,Compliant,25.93,0.44
3276,NonResidential,Residence Hall,Cedar Hall,98105.0,4,NORTHEAST,47.65718,-122.31632,2011,1.0,0,176225,0,176225,"Parking, Residence Hall/Dormitory",Residence Hall/Dormitory,176225.0,Parking,24000.0,,,91.0,28.0,29.60000038,70.0,73.59999847,4926695.0,5209463.5,0.0,3424588.0,1502107.0,False,Compliant,103.65,0.59
3277,NonResidential,University,Computer Science and Electrical Engineering,98195.0,4,NORTHEAST,47.65356,-122.30613,1998,1.0,6,203030,0,203030,College/University,College/University,203030.0,,,,,,252.0,0.0,561.0,0.0,51168308.0,0.0,0.0,28614613.0,0.0,False,Compliant,199.48,0.98
3278,NonResidential,Residence Hall,Lander Hall,98195.0,4,NORTHEAST,47.65577,-122.3153,1953,1.0,0,166991,0,166991,Residence Hall/Dormitory,Residence Hall/Dormitory,166991.0,,,,,19.0,95.59999847,99.40000153,211.8000031,215.6999969,15965859.0,16591973.0,0.0,8902529.0,7063329.0,False,Compliant,437.2,2.62
3279,NonResidential,Residence Hall,Mercer Hall,98195.0,4,NORTHEAST,47.65447,-122.31733,1970,1.0,0,89392,0,89392,Residence Hall/Dormitory,Residence Hall/Dormitory,89392.0,,,,,16.0,77.90000153,83.69999695,244.5,262.8999939,6960904.5,7483350.0,0.0,6960904.0,0.0,False,Compliant,48.53,0.54
3280,NonResidential,Residence Hall,Poplar Hall,98195.0,4,NORTHEAST,47.65176,-122.30756,2011,1.0,0,97040,0,97040,Residence Hall/Dormitory,Residence Hall/Dormitory,97040.0,,,,,69.0,40.09999847,42.0,109.5,114.4000015,3894142.5,4075094.5,0.0,3129824.0,764318.0,False,Compliant,62.41,0.64
3281,NonResidential,Large Office,Amazon Phase VI,98109.0,7,LAKE UNION,47.62384,-122.33941,2014,1.0,6,427181,0,427181,"Office, Parking",Office,427181.0,Parking,169195.0,,,99.0,38.29999924,39.40000153,109.8000031,111.9000015,16371039.0,16810854.0,0.0,14213039.0,2157998.0,False,Compliant,213.7,0.5
3282,Multifamily MR (5-9),Residence Hall,Arnett Hall,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65021,-122.36504,2015,1.0,5,69451,0,69451,"Parking, Residence Hall/Dormitory",Residence Hall/Dormitory,46828.0,Parking,23084.0,,,94.0,34.20000076,36.90000153,76.69999695,82.09999847,1603730.25,1725944.25,0.0,912677.0,691053.0,False,Compliant,43.06,0.62
3283,Multifamily LR (1-4),Senior Care Community,Village Cove,98115.0,6,NORTHWEST,47.67747,-122.32688,2015,1.0,4,47711,0,47711,"Parking, Senior Care Community",Senior Care Community,47711.0,Parking,9052.0,,,99.0,25.5,27.39999962,60.59999847,64.40000153,1215698.75,1306865.25,0.0,772160.0,443539.0,False,Compliant,28.94,0.61
3284,Multifamily MR (5-9),Mid-Rise Multifamily,Evolve,98122.0,3,EAST,47.61329,-122.31981,2015,1.0,6,107556,0,107556,"Multifamily Housing, Parking",Multifamily Housing,70535.0,Parking,25400.0,,,56.0,38.40000153,42.0,120.6999969,131.6999969,2711776.5,2959096.5,0.0,2711776.0,0.0,False,Compliant,18.9,0.18
3285,Multifamily LR (1-4),Low-Rise Multifamily,Valor Apartments,98125.0,5,NORTH,47.71986,-122.29297,2015,1.0,4,20128,0,20128,Multifamily Housing,Multifamily Housing,21019.0,,,,,30.0,29.5,29.5,92.59999847,92.59999847,619545.125,619545.125,0.0,619545.0,0.0,False,Compliant,4.32,0.21
3286,Multifamily HR (10+),High-Rise Multifamily,Stadium Place,98104.0,2,DOWNTOWN,47.59785,-122.33235,2014,1.0,26,619416,0,619416,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,430927.0,Parking,128823.0,Retail Store,16103.0,89.0,53.40000153,55.20000076,114.3000031,116.4000015,23853556.0,24655422.0,0.0,12468729.0,11384827.0,False,Compliant,691.57,1.12
3287,Multifamily HR (10+),High-Rise Multifamily,Dimension,98121.0,7,DOWNTOWN,47.61679,-122.3489,2014,1.0,26,269065,0,269065,"Multifamily Housing, Parking",Multifamily Housing,193927.0,Parking,75138.0,,,92.0,41.5,43.59999847,102.5,107.8000031,8052614.5,8459635.0,0.0,5466818.0,2585796.0,False,Compliant,175.44,0.65
3288,Multifamily MR (5-9),Mid-Rise Multifamily,Belroy Apartments Modern,98102.0,3,EAST,47.62543,-122.32691,2013,3.0,6,83296,0,83296,"Food Service, Multifamily Housing, Parking",Multifamily Housing,51785.0,Parking,13085.0,Food Service,837.0,83.0,37.20000076,38.90000153,91.69999695,96.19999695,1957505.75,2046159.25,0.0,1325461.0,632045.0,False,Compliant,42.81,0.51
3289,Multifamily LR (1-4),Low-Rise Multifamily,The Flats at Interbay,98119.0,7,MAGNOLIA / QUEEN ANNE,47.64771,-122.37697,2014,1.0,4,112264,0,112264,Multifamily Housing,Multifamily Housing,88304.0,,,,,62.0,28.89999962,29.39999962,90.69999695,92.40000153,2549649.75,2599724.75,0.0,2549649.0,0.0,False,Compliant,17.77,0.16
3290,NonResidential,Self-Storage Facility,West Coast Self-Storage of Columbia City,98144.0,2,SOUTHEAST,47.57054,-122.29139,2014,1.0,4,101580,14004,87576,Self-Storage Facility,Self-Storage Facility,87576.0,,,,,,10.69999981,10.69999981,32.0,32.0,940844.6875,940844.6875,0.0,868162.0,72683.0,False,Compliant,9.91,0.1
3291,Multifamily MR (5-9),Mid-Rise Multifamily,Aperture on Fifth,98109.0,7,LAKE UNION,47.62006,-122.34733,2014,1.0,7,94909,0,94909,"Multifamily Housing, Parking",Multifamily Housing,67708.0,Parking,26243.0,,,97.0,36.70000076,38.90000153,87.0,93.30000305,2483074.25,2635043.25,0.0,1572307.0,910767.0,False,Compliant,59.33,0.63
3292,Multifamily MR (5-9),Mid-Rise Multifamily,Nine and Pine,98101.0,7,DOWNTOWN,47.61357,-122.33249,2014,1.0,7,74509,0,74509,"Multifamily Housing, Parking",Multifamily Housing,53768.0,Parking,6857.0,,,20.0,78.40000153,80.5,152.6999969,152.6999969,4216639.5,4327891.5,0.0,1522898.0,3267424.0,False,Compliant,184.15,2.47
3293,Multifamily MR (5-9),Mid-Rise Multifamily,REO Flats,98122.0,3,EAST,47.61488,-122.31442,2013,1.0,7,118800,0,118800,"Multifamily Housing, Parking",Multifamily Housing,80262.0,Parking,30528.0,,,71.0,55.09999847,56.0,118.5,119.4000015,4423607.0,4496225.5,0.0,2328044.0,2095563.0,False,Compliant,127.53,1.07
3294,NonResidential,Other,Audi Seattle UVA Bldg,98105.0,4,NORTHEAST,47.66414,-122.31664,2014,1.0,3,33648,0,33648,"Automobile Dealership, Parking",Parking,83600.0,Automobile Dealership,39000.0,,,,35.90000153,35.90000153,112.6999969,112.6999969,1399581.625,1399581.625,0.0,1399582.0,0.0,False,Compliant,9.76,0.29
3295,Multifamily LR (1-4),Low-Rise Multifamily,LaVita Apartments,98105.0,4,NORTHEAST,47.65725,-122.32007,2014,1.0,4,21267,0,21267,"Multifamily Housing, Parking",Multifamily Housing,19633.0,Parking,3765.0,,,100.0,37.09999847,39.59999847,87.09999847,93.69999695,728167.0,777933.375,0.0,452354.0,275813.0,False,Compliant,17.8,0.84
3296,Multifamily MR (5-9),Mid-Rise Multifamily,Studio 7 Apartments,98105.0,4,NORTHEAST,47.65641,-122.32126,2014,1.0,5,30649,0,30649,Multifamily Housing,Multifamily Housing,24520.0,,,,,100.0,42.29999924,44.20000076,83.30000305,85.19999695,1038351.875,1082892.625,0.0,455863.0,582489.0,False,Compliant,34.11,1.11
